"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010544","GO:0010544","negative regulation of platelet activation","4/608","19/18614",0.00295418296447958,0.0293312463377555,0.0224579971959365,"5154/114897/7056/5592",4
"GO:2000678","GO:2000678","negative regulation of transcription regulatory region DNA binding","4/608","19/18614",0.00295418296447958,0.0293312463377555,0.0224579971959365,"7114/1649/23462/23493",4
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","7/608","59/18614",0.00299938110596396,0.029673698770281,0.0227202020705892,"27338/6201/6187/5728/6125/6500/1027",7
"GO:0030336","GO:0030336","negative regulation of cell migration","23/608","375/18614",0.00300084789615355,0.029673698770281,0.0227202020705892,"6347/7026/7168/285/4208/397/388/182/684/8519/6366/3621/482/5728/7414/56999/6774/10395/4780/51742/328/3146/5592",23
"GO:0001819","GO:0001819","positive regulation of cytokine production","28/608","489/18614",0.00303287217889263,0.0299296596601247,0.0229161831373392,"3569/150/9636/8013/2597/3329/10865/8140/9188/3428/567/468/9475/3133/6774/1649/58515/3659/1654/6188/948/4023/57162/3091/4860/3082/3146/920",28
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","8/608","75/18614",0.00304974852038841,0.0300354020947344,0.0229971467374743,"3569/4208/1052/182/8519/650/3082/3727",8
"GO:0001945","GO:0001945","lymph vessel development","5/608","31/18614",0.00307315513304782,0.0300835969349561,0.0230340479851777,"7026/2296/2303/1969/7422",5
"GO:0035767","GO:0035767","endothelial cell chemotaxis","5/608","31/18614",0.00307315513304782,0.0300835969349561,0.0230340479851777,"7114/3164/5872/1960/7422",5
"GO:0086011","GO:0086011","membrane repolarization during action potential","5/608","31/18614",0.00307315513304782,0.0300835969349561,0.0230340479851777,"23704/857/3764/2316/476",5
"GO:0055006","GO:0055006","cardiac cell development","9/608","92/18614",0.00311578087271674,0.0304397429949782,0.0233067376324302,"4629/182/8470/5159/2274/7528/3192/23493/7422",9
"GO:0034329","GO:0034329","cell junction assembly","26/608","444/18614",0.00312300709346273,0.0304493191612616,0.0233140697966713,"2701/84525/857/4208/2824/90952/80139/10052/4131/5747/6093/5728/7094/9475/7414/1004/81671/5872/10395/8874/7082/87/1969/395/7422/3987",26
"GO:0031960","GO:0031960","response to corticosteroid","13/608","166/18614",0.00319748217386739,0.0310089980301488,0.023742598005918,"3569/2/552/54541/6752/595/687/3490/5901/677/3192/114907/6155",13
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","13/608","166/18614",0.00319748217386739,0.0310089980301488,0.023742598005918,"3569/4208/1026/684/8440/5747/3133/58515/604/6188/57162/4860/3146",13
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","23/608","377/18614",0.00320466952044466,0.0310089980301488,0.023742598005918,"6347/3569/857/4208/1026/8013/3329/6366/8440/567/3133/58515/8651/604/6188/5819/6604/57162/4860/1960/3727/3146/920",23
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","18/608","268/18614",0.00320585333480923,0.0310089980301488,0.023742598005918,"3569/4208/1026/684/7128/8440/8654/5747/5573/3133/5074/58515/3659/604/6188/57162/4860/3146",18
"GO:0051701","GO:0051701","biological process involved in interaction with host","15/608","206/18614",0.00323830729676104,0.031260887270713,0.0239354615410415,"857/858/8519/10581/3576/5478/3688/10410/81603/5819/6520/1969/9218/3146/920",15
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","6/608","45/18614",0.00326572186276094,0.0313393584270858,0.0239955443956699,"7168/483/3306/482/81671/3192",6
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","6/608","45/18614",0.00326572186276094,0.0313393584270858,0.0239955443956699,"4616/650/7430/3276/3082/7422",6
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","6/608","45/18614",0.00326572186276094,0.0313393584270858,0.0239955443956699,"3400/7832/3688/6604/3091/7422",6
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","7/608","60/18614",0.00330196192293289,0.0315652128989918,0.0241684739411228,"6093/2296/9475/23764/677/388585/23493",7
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","28/608","492/18614",0.00330220688789453,0.0315652128989918,0.0241684739411228,"6347/3569/6355/857/9636/7357/81/7128/8519/10581/6366/83643/7114/2296/3576/284/6774/10410/3659/3716/8651/960/1984/5770/3091/10344/920/3987",28
"GO:0060562","GO:0060562","epithelial tube morphogenesis","21/608","334/18614",0.0033517751498064,0.0319763284839651,0.0244832519954959,"1282/4208/441478/388/6909/6201/4609/2303/6046/650/7408/10395/1909/8543/3911/388585/1969/54910/3091/7422/10253",21
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","13/608","167/18614",0.00336700698204039,0.0320589043700135,0.024546477710352,"2059/25802/4131/7114/3925/5204/10395/8874/5202/7082/2288/58526/395",13
"GO:0042594","GO:0042594","response to starvation","15/608","207/18614",0.00338940694583368,0.0322092765320452,0.0246616128653457,"6752/467/1026/220441/3178/8140/3428/468/54407/1649/5166/4780/81631/80315/7378",15
"GO:0007565","GO:0007565","female pregnancy","14/608","187/18614",0.00341107722991498,0.0323521429880069,0.0247710011412626,"7026/285/150/397/3490/5228/54407/81671/6159/10155/2288/7056/3976/7422",14
"GO:0050870","GO:0050870","positive regulation of T cell activation","17/608","249/18614",0.00348726810830455,0.0330105476271547,0.0252751205151721,"6347/3569/857/3329/6366/8440/567/3133/58515/8651/604/6188/6604/4860/1960/3146/920",17
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","3/608","10/18614",0.00350455688401939,0.0330458700379004,0.0253021657553349,"4869/6188/3146",3
"GO:1902959","GO:1902959","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","3/608","10/18614",0.00350455688401939,0.0330458700379004,0.0253021657553349,"9475/1942/8301",3
"GO:0046685","GO:0046685","response to arsenic-containing substance","5/608","32/18614",0.00354596747742109,0.0333074979815565,0.0255024859039351,"467/3178/468/54407/1654",5
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","5/608","32/18614",0.00354596747742109,0.0333074979815565,0.0255024859039351,"4162/7128/2303/2828/7422",5
"GO:0071294","GO:0071294","cellular response to zinc ion","4/608","20/18614",0.00359844891372323,0.033581819700694,0.0257125252704261,"4489/4502/4499/4494",4
"GO:1904292","GO:1904292","regulation of ERAD pathway","4/608","20/18614",0.00359844891372323,0.033581819700694,0.0257125252704261,"857/51035/9709/4780",4
"GO:2001014","GO:2001014","regulation of skeletal muscle cell differentiation","4/608","20/18614",0.00359844891372323,0.033581819700694,0.0257125252704261,"4208/1655/56603/221662",4
"GO:0019646","GO:0019646","aerobic electron transport chain","9/608","94/18614",0.00360272650327446,0.033581819700694,0.0257125252704261,"54205/84701/7381/1349/7388/1337/1347/4725/4720",9
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","7/608","61/18614",0.00362727263203683,0.0337460955747702,0.0258383060530386,"3400/3569/182/650/1649/7041/171023",7
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","6/608","46/18614",0.00365392964797427,0.0339293467311896,0.0259786156024396,"2316/4691/387496/9188/468/29997",6
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","10/608","112/18614",0.00367126935499709,0.0340255477292981,0.0260522736298172,"7026/595/1026/7128/10614/5728/29950/902/1032/1027",10
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","13/608","169/18614",0.00372797967928465,0.034485580524692,0.0264045060276508,"857/56937/858/3621/51232/650/28996/7041/10140/23089/51742/11171/10253",13
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","16/608","230/18614",0.0037724400145264,0.0348307671795762,0.0266688044089127,"857/6201/5747/5728/51035/6125/28996/9709/1452/1942/29997/4780/819/8667/10399/25820",16
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","11/608","131/18614",0.00380955049607643,0.0351069161973017,0.0268802428794886,"388/7114/506/2113/2303/284/9475/4780/3091/7422/3146",11
"GO:1903131","GO:1903131","mononuclear cell differentiation","27/608","474/18614",0.00382537011121811,0.0351861873437515,0.0269409382609323,"3569/292/441478/4627/4783/3106/4609/3428/4189/567/6774/3688/3659/6194/359948/7528/8651/604/56603/677/6604/4860/1960/6146/7422/3146/920",27
"GO:0061045","GO:0061045","negative regulation of wound healing","8/608","78/18614",0.00389342778811805,0.0356775572689389,0.0273171644967681,"5154/114897/7035/5728/7056/58189/5328/5592",8
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","8/608","78/18614",0.00389342778811805,0.0356775572689389,0.0273171644967681,"467/7078/5728/57447/7430/5770/3976/10253",8
"GO:0009267","GO:0009267","cellular response to starvation","13/608","170/18614",0.0039198778377793,0.0357855680938661,0.0273998649308177,"467/1026/220441/3178/8140/3428/468/54407/5166/4780/81631/80315/7378",13
"GO:0031099","GO:0031099","regeneration","14/608","190/18614",0.00393313116222196,0.0357855680938661,0.0273998649308177,"3569/285/84525/595/1026/8013/2316/5228/4131/8140/3475/1027/3082/6430",14
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","14/608","190/18614",0.00393313116222196,0.0357855680938661,0.0273998649308177,"171024/7168/11034/25802/6366/4131/8440/9475/10174/7408/5202/6188/1027/10344",14
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","16/608","231/18614",0.00393457733298713,0.0357855680938661,0.0273998649308177,"6347/4638/857/483/150/805/2316/81/3306/5159/7114/482/81671/1909/3799/6330",16
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","21/608","339/18614",0.00397843207042854,0.0360499188537902,0.0276022698527482,"4638/552/388/1026/80303/51776/1396/4609/3428/4869/8531/5728/468/1936/54407/3659/1654/7528/677/10276/6154",21
"GO:0104004","GO:0104004","cellular response to environmental stimulus","21/608","339/18614",0.00397843207042854,0.0360499188537902,0.0276022698527482,"4638/552/388/1026/80303/51776/1396/4609/3428/4869/8531/5728/468/1936/54407/3659/1654/7528/677/10276/6154",21
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide","5/608","33/18614",0.00406878944888266,0.0365881652307062,0.0280143878883853,"8013/5074/4780/3082/10399",5
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","5/608","33/18614",0.00406878944888266,0.0365881652307062,0.0280143878883853,"3400/3569/650/388585/3976",5
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","5/608","33/18614",0.00406878944888266,0.0365881652307062,0.0280143878883853,"6093/5728/9475/10395/395",5
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","6/608","47/18614",0.00407535871185097,0.0365881652307062,0.0280143878883853,"23645/8440/468/1649/4780/5770",6
"GO:0035196","GO:0035196","miRNA processing","6/608","47/18614",0.00407535871185097,0.0365881652307062,0.0280143878883853,"3569/6428/6774/1654/1655/3181",6
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","13/608","171/18614",0.00411968976909416,0.0369181757800258,0.028267066411006,"171024/7168/11034/25802/6366/4131/8440/9475/10174/7408/6188/1027/10344",13
"GO:0061448","GO:0061448","connective tissue development","18/608","275/18614",0.00420042669832059,0.0375726241363539,0.0287681565856974,"59/3400/4208/22856/1396/5159/10865/84159/2487/2303/650/7045/960/114789/388585/64641/2828/3091",18
"GO:2000736","GO:2000736","regulation of stem cell differentiation","8/608","79/18614",0.00421134963706956,0.0376013360452639,0.0287901403760337,"81606/182/2296/6774/388585/3192/4780/221662",8
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","16/608","233/18614",0.00427602491442278,0.0381089971806418,0.0291788402704574,"292/7128/8531/5478/9709/1654/7417/960/293/4780/5770/1032/3091/3301/3082/4170",16
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","14/608","192/18614",0.00431595317862304,0.0382562762604378,0.0292916071513117,"2316/2597/684/6366/9188/9516/1936/286343/948/81603/9218/57162/23476/920",14
"GO:0009190","GO:0009190","cyclic nucleotide biosynthetic process","4/608","21/18614",0.00433178758887418,0.0382562762604378,0.0292916071513117,"2977/109/2982/2983",4
"GO:0044321","GO:0044321","response to leptin","4/608","21/18614",0.00433178758887418,0.0382562762604378,0.0292916071513117,"595/7357/8013/6774",4
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","4/608","21/18614",0.00433178758887418,0.0382562762604378,0.0292916071513117,"5154/3911/3082/55727",4
"GO:1903206","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","4/608","21/18614",0.00433178758887418,0.0382562762604378,0.0292916071513117,"8013/4780/3082/10399",4
"GO:0048255","GO:0048255","mRNA stabilization","7/608","63/18614",0.00435037915036938,0.0382817659892613,0.0293111238214133,"26986/8531/4904/3183/2521/3192/221662",7
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","7/608","63/18614",0.00435037915036938,0.0382817659892613,0.0293111238214133,"23645/8440/468/1649/9709/58515/5770",7
"GO:0017148","GO:0017148","negative regulation of translation","18/608","276/18614",0.00436132317512537,0.0383089197815066,0.029331914611654,"2597/4691/26986/6093/468/9475/9775/7832/1654/4904/6188/3646/677/10140/3192/80315/221662/10399",18
"GO:0016311","GO:0016311","dephosphorylation","21/608","342/18614",0.00439923462378858,0.0385724258830383,0.0295336728056689,"4208/4659/805/11156/23645/3672/11072/5159/8821/6093/5728/650/9475/10395/5478/23261/5770/1847/5515/7803/5500",21
"GO:0046718","GO:0046718","viral entry into host cell","12/608","153/18614",0.00447333013995857,0.039151677616334,0.0299771873311785,"857/858/8519/10581/3688/10410/81603/5819/6520/1969/3146/920",12
"GO:0048839","GO:0048839","inner ear development","14/608","193/18614",0.0045183919697545,0.0394751986604896,0.0302248970472542,"5154/1052/6909/182/5159/2487/650/1749/388585/9890/10541/1027/23493/10253",14
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","8/608","80/18614",0.00454888848288279,0.039670539094908,0.0303744629701579,"3569/8013/10865/8140/9188/567/3133/948",8
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","22/608","366/18614",0.00463421803400156,0.0401890433156616,0.0307714650682507,"5154/56892/4208/150/595/1026/805/6366/5159/8654/5747/284/5478/1654/8651/1942/6188/5770/5515/1027/7422/920",22
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","5/608","34/18614",0.00464441765325327,0.0401890433156616,0.0307714650682507,"9636/2113/6774/3276/3091",5
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","5/608","34/18614",0.00464441765325327,0.0401890433156616,0.0307714650682507,"182/650/1942/23462/23493",5
"GO:0006182","GO:0006182","cGMP biosynthetic process","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"2977/2982/2983",3
"GO:0036490","GO:0036490","regulation of translation in response to endoplasmic reticulum stress","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"23645/8440/1654",3
"GO:0061314","GO:0061314","Notch signaling involved in heart development","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"182/23462/23493",3
"GO:0061418","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"4780/3091/7422",3
"GO:0070934","GO:0070934","CRD-mediated mRNA stabilization","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"26986/4904/3192",3
"GO:1901844","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"857/805/3270",3
"GO:1903897","GO:1903897","regulation of PERK-mediated unfolded protein response","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"23645/8440/5770",3
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","3/608","11/18614",0.00470263907097085,0.0401890433156616,0.0307714650682507,"467/468/1649",3
"GO:2001257","GO:2001257","regulation of cation channel activity","12/608","154/18614",0.00471183575970205,0.0401890433156616,0.0307714650682507,"6236/23704/857/10060/805/2040/5350/7114/3688/1909/2669/3270",12
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","10/608","116/18614",0.00471551441570429,0.0401890433156616,0.0307714650682507,"7026/595/1026/7128/10614/5728/29950/902/1032/1027",10
"GO:0006360","GO:0006360","transcription by RNA polymerase I","7/608","64/18614",0.00475035023515345,0.040204787146481,0.0307835196159615,"2316/4691/387496/9188/468/284119/29997",7
"GO:0048524","GO:0048524","positive regulation of viral process","7/608","64/18614",0.00475035023515345,0.040204787146481,0.0307835196159615,"2040/26986/5478/1654/3838/3146/920",7
"GO:0050918","GO:0050918","positive chemotaxis","7/608","64/18614",0.00475035023515345,0.040204787146481,0.0307835196159615,"285/5228/3576/284/3082/7422/3146",7
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","7/608","64/18614",0.00475035023515345,0.040204787146481,0.0307835196159615,"54541/6752/687/5901/677/3192/114907",7
"GO:0034612","GO:0034612","response to tumor necrosis factor","17/608","257/18614",0.00478872809364622,0.0404593578102692,0.0309784362310855,"6347/6355/2167/81/7128/6366/83643/7114/8531/3576/6188/677/1984/4780/427/10344/3987",17
"GO:0043491","GO:0043491","protein kinase B signaling","15/608","215/18614",0.00481865609939792,0.0406287042938966,0.031108099417254,"6347/5154/114897/6366/5747/5728/284/1649/3688/677/29997/1969/5515/10399/10253",15
"GO:0010466","GO:0010466","negative regulation of peptidase activity","16/608","236/18614",0.00483335403478245,0.0406287042938966,0.031108099417254,"2/7078/2597/7035/5274/3428/51035/3164/23204/1654/960/1032/58189/3082/8301/7422",16
"GO:2000146","GO:2000146","negative regulation of cell motility","23/608","390/18614",0.00483377404932514,0.0406287042938966,0.031108099417254,"6347/7026/7168/285/4208/397/388/182/684/8519/6366/3621/482/5728/7414/56999/6774/10395/4780/51742/328/3146/5592",23
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","21/608","345/18614",0.00485636760434254,0.0407483512412562,0.0311997092580825,"2/7078/51129/2597/7035/5274/23645/3428/6093/51035/9475/3164/23204/1654/960/1032/58189/3082/8301/7422/10253",21
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","27/608","483/18614",0.00490932501688933,0.0411219234662122,0.0314857415624698,"6236/2059/150/397/388/9411/85004/1026/1123/5159/6093/3925/9828/9475/1072/25959/10235/10395/3688/604/23433/2828/10276/395/10982/23011/10253",27
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","14/608","195/18614",0.00494633894190125,0.0412900725030284,0.0316144879019139,"9636/25802/6366/4131/8440/7408/1654/6188/948/5515/1027/10344/10399/7422",14
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","14/608","195/18614",0.00494633894190125,0.0412900725030284,0.0316144879019139,"5154/56892/4208/150/595/805/5159/8654/1654/6188/5770/5515/1027/7422",14
"GO:0030010","GO:0030010","establishment of cell polarity","12/608","155/18614",0.00496039522913852,0.0413366269094876,0.0316501331219526,"4627/6366/4131/5747/6093/9475/3688/56603/388585/2195/10399/10253",12
"GO:1904752","GO:1904752","regulation of vascular associated smooth muscle cell migration","6/608","49/18614",0.00502451861266416,0.0417995362401668,0.0320045679908516,"7168/9510/4208/8013/4780/5592",6
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction","4/608","22/18614",0.00515955615761002,0.0425597906401842,0.0325866704691159,"3925/10395/3688/604",4
"GO:0042026","GO:0042026","protein refolding","4/608","22/18614",0.00515955615761002,0.0425597906401842,0.0325866704691159,"3329/3306/567/3301",4
"GO:0043555","GO:0043555","regulation of translation in response to stress","4/608","22/18614",0.00515955615761002,0.0425597906401842,0.0325866704691159,"23645/8440/4869/1654",4
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","4/608","22/18614",0.00515955615761002,0.0425597906401842,0.0325866704691159,"8519/10581/10410/81603",4
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","4/608","22/18614",0.00515955615761002,0.0425597906401842,0.0325866704691159,"6093/9475/7082/1969",4
"GO:0032507","GO:0032507","maintenance of protein location in cell","7/608","65/18614",0.00517739845901299,0.0426348268373114,0.0326441232853131,"857/400916/5552/7114/6500/3192/920",7
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","13/608","176/18614",0.00524574567992328,0.0430798427875054,0.032984857765073,"388/5747/7114/506/2113/2303/284/9475/4780/3091/7422/3146/10982",13
"GO:0048511","GO:0048511","rhythmic process","19/608","303/18614",0.00526468754653363,0.0430798427875054,0.032984857765073,"3400/2/9510/1390/687/4783/463/5728/468/10135/9475/6421/1655/3192/7150/1960/3727/10399/5500",19
"GO:0051607","GO:0051607","defense response to virus","19/608","303/18614",0.00526468754653363,0.0430798427875054,0.032984857765073,"3569/54541/10060/3764/9636/684/7128/8519/10581/9188/3428/91607/10410/58515/3659/10155/81603/665/8165",19
"GO:0043276","GO:0043276","anoikis","5/608","35/18614",0.00527562382443913,0.0430798427875054,0.032984857765073,"857/5747/3688/5166/4170",5
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","5/608","35/18614",0.00527562382443913,0.0430798427875054,0.032984857765073,"27338/6187/5728/6500/1027",5
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","10/608","118/18614",0.00531847139001228,0.0433571037229262,0.0331971475954648,"6355/2040/858/2597/3329/1105/9475/1072/9218/1915",10
"GO:0019080","GO:0019080","viral gene expression","9/608","100/18614",0.00542832038789235,0.0441051031516254,0.0337698668341514,"10614/1105/10410/1452/81603/3276/51386/8666/2959",9
"GO:0061326","GO:0061326","renal tubule development","9/608","100/18614",0.00542832038789235,0.0441051031516254,0.0337698668341514,"1282/4208/182/4609/650/3911/388585/3976/7422",9
"GO:0034504","GO:0034504","protein localization to nucleus","19/608","304/18614",0.00545027228882915,0.0441363412093723,0.0337937848158562,"1026/2316/400916/3621/284/5901/6774/5514/10155/948/51068/6500/3192/29997/7203/3838/81603/3976/9221",19
"GO:0140546","GO:0140546","defense response to symbiont","19/608","304/18614",0.00545027228882915,0.0441363412093723,0.0337937848158562,"3569/54541/10060/3764/9636/684/7128/8519/10581/9188/3428/91607/10410/58515/3659/10155/81603/665/8165",19
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","15/608","218/18614",0.00546691268212143,0.0441976771564544,0.03384074778878,"857/56937/858/80139/3621/9839/5747/650/6774/28996/7041/23089/51742/11171/10253",15
"GO:0030195","GO:0030195","negative regulation of blood coagulation","6/608","50/18614",0.00555557830197766,0.0446921521817509,0.0342193515004564,"5154/114897/7035/7056/5328/5592",6
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","6/608","50/18614",0.00555557830197766,0.0446921521817509,0.0342193515004564,"5228/11156/5159/2296/7422/10253",6
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/608","50/18614",0.00555557830197766,0.0446921521817509,0.0342193515004564,"467/7078/7128/5728/1654/3082",6
"GO:0018209","GO:0018209","peptidyl-serine modification","20/608","327/18614",0.00560198176426645,0.0448434500834137,0.0343351954646769,"3569/857/54541/51776/133584/8440/6093/5728/284/9475/28996/1452/960/7150/3976/3082/10399/3270/7422/10253",20
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","20/608","327/18614",0.00560198176426645,0.0448434500834137,0.0343351954646769,"6347/3569/857/4208/1026/3329/6366/8440/567/3133/58515/8651/604/6188/6604/57162/4860/1960/3146/920",20
"GO:1901214","GO:1901214","regulation of neuron death","20/608","327/18614",0.00560198176426645,0.0448434500834137,0.0343351954646769,"6347/54541/4208/595/8013/3672/6623/6093/6418/468/284/7832/28996/1649/135112/3091/80315/8301/10399/4170",20
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","7/608","66/18614",0.00563263155113369,0.0450148832979946,0.0344664563939949,"285/182/81/5728/10395/604/395",7
"GO:0032984","GO:0032984","protein-containing complex disassembly","16/608","240/18614",0.00566718836195988,0.0452169284198926,0.0346211558816603,"2059/54541/11034/25802/4131/4609/3925/6418/1072/81671/344148/3799/1984/81631/6604/58526",16
"GO:0001570","GO:0001570","vasculogenesis","8/608","83/18614",0.00568699245260168,0.0452268975635126,0.0346287889360789,"857/10052/5159/677/23462/1969/23493/7422",8
"GO:0051851","GO:0051851","modulation by host of symbiont process","8/608","83/18614",0.00568699245260168,0.0452268975635126,0.0346287889360789,"6355/2040/858/1105/9475/1072/9218/1915",8
"GO:0097529","GO:0097529","myeloid leukocyte migration","16/608","241/18614",0.00589290104089587,0.0467880986553214,0.0358241506789246,"6347/3569/6355/5228/6366/57509/3672/1910/5747/3576/6223/5478/58515/10344/7422/3146",16
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","11/608","139/18614",0.00594799151270418,0.0471022229360482,0.0360646655937872,"857/10054/27338/6187/5728/284/1654/6500/29997/57162/1027",11
"GO:0001558","GO:0001558","regulation of cell growth","24/608","420/18614",0.00595178858022681,0.0471022229360482,0.0360646655937872,"552/85004/1026/694/3490/684/3621/4131/2487/10235/1654/7528/604/1982/1032/58189/10276/3475/54910/5515/1027/10399/7422/23011",24
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","5/608","36/18614",0.00596514611662696,0.0471314219101401,0.036087022314355,"1282/441478/2303/1909/7422",5
"GO:0001659","GO:0001659","temperature homeostasis","13/608","179/18614",0.0060317835324053,0.0474075158663331,0.0362984186260766,"2034/857/2167/2171/1910/2303/468/6774/1649/948/64641/23135/7422",13
"GO:0036303","GO:0036303","lymph vessel morphogenesis","4/608","23/18614",0.00608688716108985,0.0474075158663331,0.0362984186260766,"2296/2303/1969/7422",4
"GO:0044827","GO:0044827","modulation by host of viral genome replication","4/608","23/18614",0.00608688716108985,0.0474075158663331,0.0362984186260766,"6355/2040/9218/1915",4
"GO:0046794","GO:0046794","transport of virus","4/608","23/18614",0.00608688716108985,0.0474075158663331,0.0362984186260766,"857/858/684/3838",4
"GO:0061042","GO:0061042","vascular wound healing","4/608","23/18614",0.00608688716108985,0.0474075158663331,0.0362984186260766,"4162/7128/2303/7422",4
"GO:1901032","GO:1901032","negative regulation of response to reactive oxygen species","4/608","23/18614",0.00608688716108985,0.0474075158663331,0.0362984186260766,"8013/4780/3082/10399",4
"GO:0045682","GO:0045682","regulation of epidermis development","7/608","67/18614",0.00611716223555887,0.0474075158663331,0.0362984186260766,"6093/2296/9475/23764/677/388585/23493",7
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","7/608","67/18614",0.00611716223555887,0.0474075158663331,0.0362984186260766,"483/2040/81/482/7402/7533/6330",7
"GO:0015866","GO:0015866","ADP transport","3/608","12/18614",0.00611933957452331,0.0474075158663331,0.0362984186260766,"292/293/114789",3
"GO:0071493","GO:0071493","cellular response to UV-B","3/608","12/18614",0.00611933957452331,0.0474075158663331,0.0362984186260766,"1026/51776/1396",3
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","3/608","12/18614",0.00611933957452331,0.0474075158663331,0.0362984186260766,"1909/23493/7422",3
"GO:1905245","GO:1905245","regulation of aspartic-type peptidase activity","3/608","12/18614",0.00611933957452331,0.0474075158663331,0.0362984186260766,"9475/1942/8301",3
"GO:1900047","GO:1900047","negative regulation of hemostasis","6/608","51/18614",0.00612650974272612,0.0474075158663331,0.0362984186260766,"5154/114897/7035/7056/5328/5592",6
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","9/608","102/18614",0.00617379598197545,0.0476222395761556,0.0364628257030063,"54205/84701/7381/1349/7388/1337/1347/4725/4720",9
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","9/608","102/18614",0.00617379598197545,0.0476222395761556,0.0364628257030063,"54205/84701/7381/1349/7388/1337/1347/4725/4720",9
